NOMBRE,NACIMIENTO,LUGAR_NACIMIENTO,ALTURA,PESO,POSICION,EQUIPO,MIN_JUGADOS,PART_JUGADOS,%_PART_JUGADOS,PART_COMPLETOS,%_PART_COMPL,PART_TITULAR,%_PART_TITU,PART_SUSTITUIDO,%PART_SUSTI,AMARILLA,ROJA,SEGUNDAMARILLA,GOLES,PENALRECIBIDO,GOLPROPIAPUERTA,GOL_ENCONTRA,URL,BLOQUEOS,INTERVENCIONES,RECUPERACIONES,DESPEJES,ENTRADAS,ENTRADASFALLIDOS,TUATU,DUELOEXITO,DUELOFALLIDO,DUEROAEREOEXITO,DUELOAEREOFALLIDO,TIROS,TIROSAPUERTA,ASISTENCIA,REGATES,REGATESFALLIDOS,GOLESDENTROAREA,GOLESFUERAAREA,GOLESIZDA,GOLESDCHA,GOLESPENAL,GOLCABEZA,GOLBALONPARADO,FUERAJUEGO,FALTARECIBIDA,FALTACOMETIDA,PENALCONTRA,MANOS,FALTAXTARJETA,CORNETS_LANZADOS,DUELOS,DUELOS_CUERPO_CUERPO,DUELOSAEREOS,PASES,PASES_CORTOS,PASES_LARGOS,PASES_HUECO,GOLESXTIRO,GOLESXFUERAAREA,GOLESDONTROAREA,GOLPARADO
Raúl García Carnero,30-04-1989,La Coruña,180 cm,74 kg,Defensa,Real Valladolid CF,1260,16,42.11,10,62.5,15,39.47,5,13.16,2,0,0,0,0,0,12,https://www.laliga.com/jugador/r-carnero,3,12,66,28,15,10,0,63,53,19,16,5,3,1,8,7,0,0,0.0,0.0,0,0.0,0,1,11,10,0,3,5.0,7,116,81,35,395,248,27,0,0.0,0.0,0.0,0.0
Raul garcia De haro,03-11-2000,Olesa de Montserrat,192 cm,70 kg,Delantero,Real Betis,16,3,7.89,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,https://www.laliga.com/jugador/raul-4,0,0,2,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,5,2,3,7,4,0,0,0.0,0.0,0.0,0.0
Raúl García Escudero,11-07-1986,Pamplona,184 cm,83 kg,Centrocampista,Athletic Club,2876,35,92.11,22,62.86,33,86.84,11,28.95,11,0,0,15,2,0,25,https://www.laliga.com/jugador/raul-garcia,6,24,94,42,37,20,0,331,313,212,157,75,34,1,9,17,12,3,0.05,0.13,7,0.01,0,18,60,77,0,4,7.0,0,644,275,369,938,503,21,5,0.2,0.04,0.16,0.0
Raúl Rodríguez Navas,11-05-1988,Sevilla,186 cm,84 kg,Defensa,Real Sociedad,710,9,23.68,7,77.78,8,21.05,1,2.63,2,0,0,0,0,0,11,https://www.laliga.com/jugador/raul-navas,4,18,40,28,5,5,0,24,36,9,15,0,0,0,1,1,0,0,0.0,0.0,0,0.0,0,0,4,9,0,0,4.5,0,60,36,24,272,189,26,0,0.0,0.0,0.0,0.0
Renan Augusto Lodi dos Santos,08-04-1998,Serrana,173 cm,68 kg,Defensa,Atlético de Madrid,2399,32,84.21,22,68.75,28,73.68,6,15.79,4,1,1,1,0,0,21,https://www.laliga.com/jugador/renan-lodi,7,39,144,44,46,27,0,160,135,29,36,15,3,2,16,14,1,0,0.07,0.0,0,0.0,0,11,44,42,0,3,10.5,0,295,230,65,858,638,41,3,0.07,0.0,0.07,0.0
Ricard Puig Martí,13-08-1999,Matadepera,169 cm,56 kg,Delantero,FC Barcelona,507,11,28.95,2,18.18,5,13.16,3,7.89,1,0,0,0,0,0,5,https://www.laliga.com/jugador/riqui-puig,0,5,27,1,7,4,0,35,37,1,7,7,5,2,12,1,0,0,0.0,0.0,0,0.0,0,0,11,9,0,0,9.0,3,72,64,8,422,366,16,2,0.0,0.0,0.0,0.0
Rober Ibáñez Castro,22-03-1993,Valencia,175 cm,67 kg,Delantero,C.A. Osasuna,533,14,36.84,0,0.0,5,13.16,5,13.16,3,0,0,1,0,0,9,https://www.laliga.com/jugador/rober-ibanez,0,5,22,3,8,5,0,52,53,4,7,6,1,0,15,7,1,0,0.17,0.0,0,0.0,0,1,20,9,0,0,3.0,0,105,94,11,158,127,1,0,0.17,0.0,0.17,0.0
Robert Kenedy Nunes do,08-02-1996,Santa Rita do Sapucaí,182 cm,77 kg,Centrocampista,Sin equipo,576,19,50.0,0,0.0,3,7.89,3,7.89,2,0,0,1,0,0,4,https://www.laliga.com/jugador/kenedy,0,11,44,4,5,4,0,42,60,7,11,8,3,3,18,13,1,0,0.13,0.0,0,0.0,0,1,9,15,0,2,7.5,6,102,84,18,158,107,6,2,0.13,0.0,0.13,0.0
Roberto Antonio Correa,20-09-1992,Badajoz,180 cm,71 kg,Defensa,SD Eibar,932,12,31.58,7,58.33,11,28.95,4,10.53,3,0,0,0,0,0,17,https://www.laliga.com/jugador/rober-correa,4,16,47,25,6,7,0,57,51,29,28,4,1,0,5,2,0,0,0.0,0.0,0,0.0,0,0,10,15,0,0,5.0,0,108,51,57,358,243,20,0,0.0,0.0,0.0,0.0
Roberto Jimenez Gago,10-02-1986,Madrid,192 cm,94 kg,Portero,Deportivo Alavés,789,9,23.68,8,88.89,8,21.05,0,0.0,1,0,0,0,0,0,19,https://www.laliga.com/jugador/roberto-2,0,0,55,6,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,2,0,0,0,0.0,0,5,2,3,227,24,88,0,0.0,0.0,0.0,0.0
Roberto José Rosales Altuve,20-11-1988,Caracas,174 cm,73 kg,Defensa,CD Leganés,1874,25,65.79,14,56.0,21,55.26,7,18.42,7,0,0,0,0,0,25,https://www.laliga.com/jugador/rosales,4,30,99,39,23,19,0,86,114,26,43,5,1,1,11,10,0,0,0.0,0.0,0,0.0,0,2,7,33,0,3,4.71,7,200,131,69,643,420,37,0,0.0,0.0,0.0,0.0
Roberto López,24-04-2000,Zaragoza,179 cm,70 kg,Centrocampista,Real Sociedad,49,3,7.89,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,https://www.laliga.com/jugador/lopez-alcaide,0,0,4,0,2,2,0,12,5,4,3,0,0,1,2,1,0,0,0.0,0.0,0,0.0,0,1,3,0,0,0,0.0,0,17,10,7,40,30,2,0,0.0,0.0,0.0,0.0
Roberto Soldado Rillo,27-05-1985,Valencia,180 cm,74 kg,Delantero,Granada CF,2362,33,86.84,13,39.39,30,78.95,17,44.74,14,0,0,7,1,0,33,https://www.laliga.com/jugador/soldado,4,4,53,16,9,7,0,115,173,47,83,26,14,4,11,19,5,2,0.04,0.15,1,0.08,0,20,43,43,0,3,3.07,0,288,158,130,536,361,14,2,0.27,0.08,0.19,0.0
Roberto Suárez Pier,16-02-1995,La Coruña,182 cm,74 kg,Defensa,Levante UD,189,4,10.53,2,50.0,2,5.26,0,0.0,0,0,0,0,0,0,4,https://www.laliga.com/jugador/rober-pier,0,3,10,2,1,2,0,9,4,5,3,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,1,0,0,0.0,0,13,5,8,95,73,8,0,0.0,0.0,0.0,0.0
Roberto Torres Morales,07-03-1989,Arre,178 cm,72 kg,Centrocampista,C.A. Osasuna,2721,36,94.74,20,55.56,31,81.58,11,28.95,1,0,0,7,0,0,40,https://www.laliga.com/jugador/r-torres,2,31,148,36,16,17,0,113,113,29,27,65,24,8,20,19,7,0,0.02,0.09,5,0.0,0,1,32,19,1,1,19.0,70,226,170,56,936,603,56,3,0.11,0.0,0.11,0.0
Robin Le Normand,11-11-1996,Pabu,187 cm,80 kg,Defensa,Real Sociedad,2388,31,81.58,24,77.42,25,65.79,1,2.63,6,0,0,1,0,0,30,https://www.laliga.com/jugador/le-normand,7,20,108,97,27,21,0,158,91,89,57,11,2,0,2,1,1,0,0.0,0.0,0,0.09,0,0,22,28,3,2,4.67,0,249,103,146,1728,1433,85,0,0.09,0.0,0.09,0.0
Rodrigo Ely,03-11-1993,Lajeado RS,188 cm,83 kg,Defensa,Deportivo Alavés,2125,25,65.79,20,80.0,24,63.16,4,10.53,9,1,0,2,0,0,32,https://www.laliga.com/jugador/r-ely,19,32,97,112,13,9,0,124,91,90,45,6,2,0,3,0,2,0,0.0,0.33,0,0.0,0,2,12,34,0,0,3.78,0,215,80,135,889,581,90,0,0.33,0.0,0.33,0.0
Rodrigo Sanchez rodriguez,16-05-2000,Talayuela,- cm,- kg,Centrocampista,Real Betis,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/rodri-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Rodrigo Tarín Higón,05-07-1996,Chiva,184 cm,76 kg,Defensa,CD Leganés,951,14,36.84,9,64.29,12,31.58,3,7.89,1,0,0,0,0,0,17,https://www.laliga.com/jugador/rodri-tarin,3,9,32,49,7,3,0,32,21,16,11,2,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,7,7,1,2,7.0,0,53,26,27,262,176,23,0,0.0,0.0,0.0,0.0
Rodrygo Silva de Goes,09-01-2001,Osasco,174 cm,64 kg,Delantero,Real Madrid,1022,19,50.0,1,5.26,12,31.58,11,28.95,0,0,0,2,0,0,2,https://www.laliga.com/jugador/rodrygo,0,10,41,3,1,5,0,61,84,9,21,13,8,0,27,28,2,0,0.08,0.08,0,0.0,0,5,19,8,0,0,0.0,1,145,115,30,454,393,6,0,0.15,0.0,0.15,0.0
Roger Martí Salvador,03-01-1991,Torrent,179 cm,74 kg,Delantero,Levante UD,2272,36,94.74,12,33.33,26,68.42,14,36.84,4,1,1,11,2,1,32,https://www.laliga.com/jugador/roger-m-s,0,6,49,15,11,7,0,99,180,37,70,44,24,1,13,9,11,0,0.05,0.18,4,0.0,0,10,32,57,0,1,14.25,0,279,172,107,430,269,13,2,0.25,0.0,0.25,0.0
Ronald Araújo,07-03-1999,Rivera,188 cm,79 kg,Defensa,FC Barcelona,236,6,15.79,2,33.33,2,5.26,0,0.0,0,1,0,0,0,0,0,https://www.laliga.com/jugador/r-araujo,2,0,10,8,2,1,0,11,8,6,6,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,2,0,0,0.0,0,19,7,12,207,188,6,0,0.0,0.0,0.0,0.0
Roque Mesa Quevedo,07-06-1989,Las Palmas de Gran Canaria,172 cm,74 kg,Centrocampista,Sevilla FC,2016,29,76.32,9,31.03,22,57.89,13,34.21,11,0,0,1,0,0,32,https://www.laliga.com/jugador/roque-mesa,4,11,156,4,21,19,0,143,152,11,31,23,10,3,41,24,1,0,0.04,0.0,0,0.0,0,1,51,36,0,2,3.27,21,295,253,42,822,643,49,3,0.04,0.0,0.04,0.0
Rubén Alcaraz Jiménez,01-05-1991,Barcelona,183 cm,81 kg,Centrocampista,Real Valladolid CF,1925,27,71.05,16,59.26,20,52.63,4,10.53,10,0,0,2,0,0,25,https://www.laliga.com/jugador/r-alcaraz,15,15,178,40,30,31,0,191,137,50,53,21,8,2,23,5,2,0,0.05,0.05,0,0.0,0,0,58,37,2,4,3.7,21,328,225,103,1033,702,118,1,0.1,0.0,0.1,0.0
Rubén Blanco Veiga,25-07-1995,Mos,188 cm,70 kg,Portero,RC Celta,2961,33,86.84,32,96.97,33,86.84,1,2.63,4,0,0,0,0,0,43,https://www.laliga.com/jugador/ruben-blanco,0,0,226,36,1,0,0,13,2,10,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,4,1,1,0,0.25,0,15,4,11,861,294,210,0,0.0,0.0,0.0,0.0
Rubén Duarte,18-10-1995,Almerí­a,180 cm,75 kg,Defensa,Deportivo Alavés,2663,31,81.58,28,90.32,30,78.95,2,5.26,11,0,0,0,1,0,37,https://www.laliga.com/jugador/r-duarte,8,47,150,60,32,29,0,159,144,56,54,17,8,1,4,8,0,0,0.0,0.0,0,0.0,0,0,39,46,5,2,4.18,3,303,193,110,983,604,61,0,0.0,0.0,0.0,0.0
Rubén García Santos,14-07-1993,Valencia,171 cm,72 kg,Delantero,C.A. Osasuna,2196,30,78.95,11,36.67,25,65.79,14,36.84,6,0,0,8,0,0,38,https://www.laliga.com/jugador/ruben-garcia,5,11,131,17,30,25,0,137,187,27,66,44,20,2,30,17,7,1,0.09,0.02,1,0.07,1,7,26,45,0,3,7.5,83,324,231,93,869,605,50,1,0.18,0.02,0.16,0.02
Rubén Iván Martínez Andrade,22-06-1984,Huelva,188 cm,79 kg,Portero,C.A. Osasuna,1583,19,50.0,17,89.47,18,47.37,1,2.63,0,0,0,0,0,0,24,https://www.laliga.com/jugador/ruben,0,0,140,14,1,0,0,10,1,6,1,0,0,0,2,0,0,0,0.0,0.0,0,0.0,0,0,2,0,0,0,0.0,0,11,4,7,457,67,141,0,0.0,0.0,0.0,0.0
Rúben Miguel Nunes Vezo,25-04-1994,Setúbal,182 cm,80 kg,Defensa,Levante UD,2610,29,76.32,29,100.0,29,76.32,0,0.0,4,0,0,1,1,0,38,https://www.laliga.com/jugador/vezo,29,42,121,140,24,17,1,157,86,85,42,10,3,0,7,1,1,0,0.0,0.1,0,0.0,0,1,26,29,2,1,7.25,0,243,116,127,1199,850,118,1,0.1,0.0,0.1,0.0
Rubén Peña Jiménez,18-07-1991,Ávila,170 cm,65 kg,Delantero,Villarreal CF,1905,26,68.42,18,69.23,21,55.26,3,7.89,5,0,0,2,0,1,28,https://www.laliga.com/jugador/r-pena,8,35,113,48,24,18,0,109,142,21,24,5,3,2,26,30,2,0,0.0,0.4,0,0.0,0,1,21,39,0,1,7.8,0,251,206,45,1019,762,59,1,0.4,0.0,0.4,0.0
Rubén Rochina Naixes,23-03-1991,Sagunto,182 cm,76 kg,Centrocampista,Levante UD,1884,28,73.68,5,17.86,22,57.89,17,44.74,5,0,0,4,1,0,31,https://www.laliga.com/jugador/rochina,0,12,142,18,26,15,0,158,147,21,18,39,13,4,50,27,2,2,0.1,0.0,0,0.0,0,2,47,29,0,0,5.8,27,305,266,39,878,576,92,6,0.1,0.05,0.05,0.0
Rubén Salvador Pérez del,26-04-1989,Sevilla,178 cm,73 kg,Centrocampista,CD Leganés,2196,26,68.42,22,84.62,25,65.79,3,7.89,10,0,0,1,0,0,29,https://www.laliga.com/jugador/r-perez-j-i,4,38,205,25,27,22,0,140,108,35,31,13,3,1,15,11,1,0,0.0,0.08,1,0.0,0,0,41,35,1,4,3.5,0,248,182,66,1124,786,88,1,0.08,0.0,0.08,0.0
Rubén Sobrino Pozuelo,01-06-1992,Daimiel,185 cm,73 kg,Delantero,Valencia CF,162,13,34.21,-1,-7.69,1,2.63,2,5.26,0,0,0,1,0,0,2,https://www.laliga.com/jugador/r-sobrino,0,0,9,1,5,2,0,21,28,2,9,6,3,0,5,0,1,0,0.0,0.0,0,0.17,0,1,7,7,0,0,0.0,0,49,38,11,44,29,1,1,0.17,0.0,0.17,0.0
Rui Tiago Dantas da,07-02-1994,Águas Santas,191 cm,91 kg,Portero,Granada CF,3150,35,92.11,35,100.0,35,92.11,0,0.0,3,0,0,0,0,0,42,https://www.laliga.com/jugador/rui-silva,0,2,370,35,1,1,0,11,0,6,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,4,0,0,0,0.0,0,11,5,6,1158,267,338,0,0.0,0.0,0.0,0.0
Sabin Merino Zuloaga,04-01-1992,Urduliz,187 cm,78 kg,Delantero,RC Deportivo,78,2,5.26,0,0.0,1,2.63,1,2.63,0,0,0,0,0,0,1,https://www.laliga.com/jugador/sabin-merino,0,0,1,0,0,0,0,2,6,1,5,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,0.0,0,8,2,6,21,15,0,0,0.0,0.0,0.0,0.0
Salvador Sevilla López,18-03-1984,"Berja, Almería",178 cm,71 kg,Centrocampista,RCD Mallorca,2578,35,92.11,17,48.57,31,81.58,14,36.84,8,1,1,5,0,0,43,https://www.laliga.com/jugador/salva-sevilla,5,29,172,16,21,6,0,67,95,16,12,29,14,3,9,13,3,2,0.03,0.14,2,0.0,1,1,20,35,0,1,4.38,113,162,134,28,1592,1292,92,4,0.17,0.07,0.1,0.03
Samuel Chukwueze,22-05-1999,Umahaia,172 cm,70 kg,Centrocampista,Villarreal CF,2038,37,97.37,10,27.03,20,52.63,10,26.32,2,0,0,3,2,0,35,https://www.laliga.com/jugador/chukwueze,1,10,126,13,14,9,0,149,136,15,27,29,11,2,63,49,2,1,0.1,0.0,0,0.0,0,12,50,16,0,2,8.0,4,285,243,42,718,498,34,6,0.1,0.03,0.07,0.0
Samuel Pérez Fariña,26-04-1997,Tegueste,179 cm,69 kg,Portero,Real Valladolid CF,25,1,2.63,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,https://www.laliga.com/jugador/samuel-perez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0.0
Samuel Umtiti,14-11-1993,Yaoundé,182 cm,75 kg,Defensa,FC Barcelona,946,13,34.21,10,76.92,10,26.32,0,0.0,6,0,0,0,0,0,12,https://www.laliga.com/jugador/umtiti,2,22,68,32,5,6,0,56,39,21,16,0,0,0,8,2,0,0,0.0,0.0,0,0.0,0,1,16,20,0,0,3.33,0,95,58,37,803,714,26,0,0.0,0.0,0.0,0.0
Santiago Arias Naranjo,13-01-1992,Medellín,178 cm,72 kg,Defensa,Atlético de Madrid,1076,14,36.84,9,64.29,11,28.95,2,5.26,1,0,0,0,0,0,9,https://www.laliga.com/jugador/arias,7,19,60,15,24,12,0,78,41,25,22,5,2,1,5,2,0,0,0.0,0.0,0,0.0,0,1,16,8,0,0,8.0,0,119,72,47,510,384,15,0,0.0,0.0,0.0,0.0
Santiago Mina Lorenzo,07-12-1995,Vigo,181 cm,77 kg,Delantero,RC Celta,1940,34,89.47,10,29.41,21,55.26,11,28.95,4,0,0,6,1,0,27,https://www.laliga.com/jugador/s-mina,2,10,71,26,8,5,0,153,229,88,99,41,15,3,14,20,6,0,0.02,0.1,0,0.02,0,11,40,45,1,1,11.25,2,382,195,187,656,450,15,7,0.15,0.0,0.15,0.0
Saúl Ñíguez Esclápez,21-11-1994,Elche,184 cm,76 kg,Centrocampista,Atlético de Madrid,3076,35,92.11,31,88.57,35,92.11,4,10.53,10,0,0,6,0,0,25,https://www.laliga.com/jugador/saul-1,13,55,211,57,59,36,0,266,254,119,107,34,12,0,28,14,5,1,0.15,0.0,2,0.03,0,6,26,63,0,3,6.3,0,520,294,226,1668,1245,77,4,0.18,0.03,0.15,0.0
Sébastien Corchia,01-11-1990,Noisy-le-Sec,176 cm,69 kg,Defensa,Sevilla FC,269,3,7.89,2,66.67,3,7.89,1,2.63,1,0,0,0,0,0,5,https://www.laliga.com/jugador/corchia,2,5,7,5,1,1,0,13,14,0,1,2,1,0,6,5,0,0,0.0,0.0,0,0.0,0,0,5,4,0,0,4.0,2,27,26,1,122,99,5,0,0.0,0.0,0.0,0.0
Sergi Darder Moll,22-12-1993,Arta,180 cm,71 kg,Centrocampista,RCD Espanyol de Barcelona,2659,36,94.74,21,58.33,29,76.32,8,21.05,5,0,0,2,0,0,48,https://www.laliga.com/jugador/s-darder,1,24,142,18,23,24,0,119,144,28,19,32,9,1,20,22,1,1,0.0,0.06,0,0.0,0,2,26,34,0,1,6.8,36,263,216,47,1019,705,70,4,0.06,0.03,0.03,0.0
Sergi Enrich Ametller,26-02-1990,Ciudadela,181 cm,77 kg,Delantero,SD Eibar,1872,30,78.95,7,23.33,21,55.26,14,36.84,6,0,0,1,0,0,28,https://www.laliga.com/jugador/sergi-enrich,2,9,71,11,6,11,0,161,273,115,180,22,7,4,9,4,1,0,0.0,0.05,0,0.0,0,17,23,61,0,13,10.17,0,434,139,295,530,356,13,1,0.05,0.0,0.05,0.0
Sergi Gómez Solà,28-03-1992,Arenas de Mar,185 cm,80 kg,Defensa,Sevilla FC,713,13,34.21,6,46.15,8,21.05,2,5.26,4,0,0,0,0,0,9,https://www.laliga.com/jugador/s-gomez,6,7,36,29,7,2,0,27,30,17,23,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,7,0,0,1.75,0,57,17,40,495,399,34,0,0.0,0.0,0.0,0.0
Sergi Guardiola,29-05-1991,Manacor,184 cm,78 kg,Delantero,Real Valladolid CF,2664,35,92.11,18,51.43,31,81.58,13,34.21,6,0,0,8,1,0,29,https://www.laliga.com/jugador/sergi-guardiola,0,6,66,18,6,8,0,150,231,33,92,42,20,2,41,25,5,3,0.17,0.0,0,0.02,1,20,65,52,0,4,8.67,0,381,256,125,640,433,22,2,0.19,0.07,0.12,0.02
Sergi Roberto Carnicer,07-02-1992,Reus,178 cm,68 kg,Defensa,FC Barcelona,2341,30,78.95,21,70.0,27,71.05,6,15.79,7,0,0,1,0,0,27,https://www.laliga.com/jugador/s-roberto,3,33,117,33,22,13,0,119,78,30,21,4,2,2,17,9,1,0,0.25,0.0,0,0.0,0,2,39,18,0,1,2.57,3,197,146,51,2014,1814,34,1,0.25,0.0,0.25,0.0
Sergio Álvarez Conde,03-08-1986,Villagarcía de Arosa,180 cm,75 kg,Portero,RC Celta,180,2,5.26,2,100.0,2,5.26,0,0.0,3,0,0,0,0,0,1,https://www.laliga.com/jugador/sergio-a,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,48,25,8,0,0.0,0.0,0.0,0.0
Sergio Álvarez Díaz,23-01-1992,Avilés,183 cm,74 kg,Centrocampista,SD Eibar,1149,18,47.37,8,44.44,14,36.84,6,15.79,6,0,0,0,0,0,20,https://www.laliga.com/jugador/sergio-a-1,2,17,70,24,22,15,0,76,80,24,35,3,0,0,8,1,0,0,0.0,0.0,0,0.0,0,0,7,24,1,0,4.0,0,156,97,59,433,269,37,0,0.0,0.0,0.0,0.0
Sergio Asenjo Andrés,28-06-1989,Palencia,189 cm,87 kg,Portero,Villarreal CF,3060,34,89.47,34,100.0,34,89.47,0,0.0,2,0,0,0,0,0,41,https://www.laliga.com/jugador/s-asenjo,0,1,238,25,0,0,0,13,3,8,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,6,2,1,0,1.0,0,16,8,8,875,417,174,0,0.0,0.0,0.0,0.0
Sergio Bermejo,17-08-1997,Madrid,170 cm,68 kg,Centrocampista,RC Celta,4,1,2.63,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,https://www.laliga.com/jugador/bermejo-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,1,1,0,3,3,0,0,0.0,0.0,0.0,0.0
Sergio Busquets Burgos,16-07-1988,Sabadell,189 cm,76 kg,Centrocampista,FC Barcelona,2491,33,86.84,16,48.48,29,76.32,13,34.21,10,0,0,2,0,0,29,https://www.laliga.com/jugador/sergio,5,44,219,21,44,36,0,192,123,38,34,7,4,2,23,4,2,0,0.14,0.14,0,0.0,0,0,51,46,1,4,4.6,0,315,243,72,2575,2207,108,13,0.29,0.0,0.29,0.0
Sergio Canales Madrazo,16-02-1991,Santander,176 cm,65 kg,Centrocampista,Real Betis,3167,36,94.74,32,88.89,36,94.74,4,10.53,5,0,0,6,0,0,57,https://www.laliga.com/jugador/canales,1,13,177,13,16,9,0,128,137,6,28,37,17,6,51,17,5,1,0.16,0.0,3,0.0,1,2,46,27,1,5,5.4,83,265,231,34,2068,1702,126,6,0.16,0.03,0.14,0.03
Sergio Carreira vilariÑo,13-10-2000,Vigo,170 cm,70 kg,Defensa,RC Celta,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/s-carreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sergio Cubero ezkurra,05-09-1999,Mungía,187 cm,71 kg,Defensa,SD Eibar,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/cubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sergio Escudero Palomo,02-09-1989,Valladolid,176 cm,65 kg,Defensa,Sevilla FC,774,11,28.95,6,54.55,8,21.05,2,5.26,2,0,0,1,0,0,11,https://www.laliga.com/jugador/escudero,1,13,37,32,16,13,0,65,40,25,13,7,6,0,3,3,0,1,0.14,0.0,0,0.0,0,0,8,11,1,1,5.5,0,105,67,38,477,366,22,0,0.14,0.14,0.0,0.0
Sergio Herrera Pirón,05-06-1993,Miranda de Ebro,192 cm,82 kg,Portero,C.A. Osasuna,1655,19,50.0,18,94.74,18,47.37,0,0.0,2,1,0,0,0,0,27,https://www.laliga.com/jugador/s-herrera,0,1,199,18,1,0,1,14,3,5,0,0,0,0,3,0,0,0,0.0,0.0,0,0.0,0,0,7,1,0,1,0.5,0,17,12,5,536,54,161,0,0.0,0.0,0.0,0.0
Sergio León Limones,06-01-1989,Palma del Río,178 cm,73 kg,Delantero,Levante UD,662,22,57.89,0,0.0,6,15.79,6,15.79,2,0,0,1,0,0,10,https://www.laliga.com/jugador/sergio-leon,0,1,12,2,3,0,0,27,41,11,13,17,5,0,3,5,1,0,0.0,0.06,0,0.0,0,13,10,12,0,1,6.0,0,68,44,24,87,50,1,0,0.06,0.0,0.06,0.0
Sergio Lozano Lluch,24-03-1999,Benimuslem,175 cm,70 kg,Centrocampista,Villarreal CF,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/lozano-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sergio Postigo Redondo,04-11-1988,Madrid,184 cm,78 kg,Defensa,Levante UD,2376,28,73.68,25,89.29,27,71.05,2,5.26,6,0,0,1,0,0,34,https://www.laliga.com/jugador/postigo,15,35,144,124,15,17,0,87,72,35,38,4,3,1,8,5,1,0,0.0,0.25,0,0.0,0,2,13,22,1,1,3.67,0,159,86,73,1024,754,83,2,0.25,0.0,0.25,0.0
Sergio Ramos García,30-03-1986,Camas,184 cm,82 kg,Defensa,Real Madrid,3016,35,92.11,31,88.57,35,92.11,4,10.53,10,0,0,11,1,0,21,https://www.laliga.com/jugador/sergio-ramos,9,49,211,98,31,15,0,152,127,70,56,35,17,0,11,2,10,1,0.0,0.23,6,0.09,1,7,28,52,1,3,5.2,0,279,153,126,2150,1719,238,1,0.31,0.03,0.29,0.03
Sergio Reguilón Rodríguez,16-12-1996,Madrid,178 cm,68 kg,Defensa,Sevilla FC,2509,31,81.58,26,83.87,29,76.32,3,7.89,8,0,0,2,0,0,22,https://www.laliga.com/jugador/reguilon,5,33,165,42,30,27,0,190,176,40,40,16,7,4,49,20,2,0,0.06,0.06,0,0.0,0,4,46,56,0,3,7.0,0,366,286,80,1470,1124,72,0,0.13,0.0,0.13,0.0
Sidnei Rechel Da Silva,23-08-1989,Alegrete,185 cm,80 kg,Defensa,Real Betis,1177,14,36.84,11,78.57,14,36.84,3,7.89,0,0,0,1,0,0,24,https://www.laliga.com/jugador/sidnei,12,21,77,56,19,4,0,63,30,32,13,4,2,0,5,3,1,0,0.0,0.25,0,0.0,0,0,4,8,1,0,0.0,0,93,48,45,846,706,53,1,0.25,0.0,0.25,0.0
